len,entropy,digit_p,alpha_p,vowel_p,special_p,sub_count,max_cons,query,label,attack_tag,qtype,llm_prediction,llm_reasoning
26,4.104,0.2,0.68,0.2,0.12,1,3,xn--discvecard-79a298b.com,1,3,A,3,"Il dominio è un punycode (xn--...), tipico di IDN usati per imitare brand; la lunghezza è media (26) e l’entropia (4.1) non è altissima, quindi non suggerisce DGA né tunneling, mentre il nome “discvecard” ricorda “discover card”.  
CLASSE: 3"
43,4.2,0.22,0.78,0.146,0.0,2,4,y85lcmciq33lkq3nx3dxc7mpo3k9mk.attacco.test,1,2,AAAA,2,"La presenza di un record AAAA indica un normale utilizzo di DNS per indirizzi IPv6; la lunghezza di 43 caratteri e l’entropia 4.2 suggeriscono una stringa casuale tipica di domini generati automaticamente, con pochi sottodomini. Non ci sono segnali di tunneling (record TXT) né di imitazione di brand.

CLASSE: 2"
35,4.072,0.182,0.8180000000000001,0.212,0.0,2,4,k9ttlg06fsp3yoofedxm00.attacco.test,1,2,AAAA,0,"Il record AAAA indica una normale risoluzione IPv6; la lunghezza (35) e l’entropia (≈4,07) sono moderate, tipiche di domini legittimi o di test, non di payload estremi o di DGA.  

CLASSE: 0"
51,4.275,0.0,1.0,0.20800000000000002,0.0,3,9,crezsbcymxfmuqtpcuombsyhbdrutq.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record TXT è lungo (51 caratteri) e presenta alta entropia (4.275) con una sequenza di 9 consonanti, tipico di payload codificati usati per tunneling/exfiltrazione.  
Queste caratteristiche corrispondono alla classe 1 (Tunneling / Data Exfiltration).  

CLASSE: 1"
39,3.949,0.083,0.833,0.278,0.083,3,2,hatenablog.xn--c-vga626t.hatenablog.com,1,3,A,0,"Il record è di tipo A (normale per host), la lunghezza (39) è moderata e l’entropia (≈3.95) non è tipica di stringhe casuali o payload codificati; la presenza di parole leggibili (“hatenablog”) indica un dominio legittimo non un DGA o tunneling.  
CLASSE: 0"
27,3.602,0.5,0.455,0.182,0.045,5,3,50.130.218.208.in-addr.arpa,0,0,AAAA,0,"Il qtype AA​AA è un record di tipo indirizzo, tipico per query reverse DNS; la lunghezza 27 e l’entropia 3,6 sono compatibili con una sequenza di numeri/punti, non con payload codificati.  
Il conteggio di 5 sottodomini e la presenza significativa di cifre riflettono la struttura standard di “in‑addr.arpa”.  
CLASSE: 0"
25,4.054,0.20800000000000002,0.667,0.20800000000000002,0.125,1,3,xn--duckdukg-l4a1492e.com,1,3,A,3,"Il dominio è un punycode (xn--) che ricorda “duckduckg”, tipico di typo‑squatting/impersonation; il record A è legittimo, la lunghezza (25) e l’entropia (4.05) non sono tipiche di DGA o tunneling.  

CLASSE: 3"
51,4.299,0.0,1.0,0.167,0.0,3,22,zicxqepofpdxjnlnzyzrfprskwxcxt.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record TXT contiene una stringa lunga 51 caratteri con alta entropia (4.3) e una sequenza di 22 consonanti, tipica di payload codificati per tunneling / data exfiltration. La forma casuale e l’uso di TXT non corrispondono a un dominio legittimo né a un brand, escludendo le altre classi.  
CLASSE: 1"
51,4.258,0.0,1.0,0.271,0.0,3,8,aweankcuvupvdtexylxubeqclythsc.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record TXT contiene una label estremamente lunga (51 caratteri) con alta entropia (4.258), tipica di payload codificati usati per tunneling / data exfiltration.  
CLASSE: 1"
63,4.631,0.213,0.787,0.23,0.0,2,4,7t705x1gnvp0hfi36tkgr7znrraxk6gel3fo5k5euwkeoudduv.attacco.test,1,2,A,1,"La query è di tipo A ma contiene un’etichetta molto lunga (≈56 caratteri) con alta entropia (4.63) e un mix di cifre/vocali tipico di payload codificati, caratteristiche tipiche di tunneling/exfiltration più che di un DGA “normale”.  

CLASSE: 1"
16,3.328,0.0,1.0,0.28600000000000003,0.0,2,3,www.filedesc.com,0,0,A,0,"Il record è di tipo **A**, la lunghezza è modesta (16) e l'entropia è bassa (3.3), tipiche di domini legittimi con parole di senso compiuto. Nessuna anomalia di sottodomini, cifre o caratteri speciali suggerisce attività malevola.  
CLASSE: 0"
27,3.602,0.5,0.455,0.182,0.045,5,3,253.119.83.189.in-addr.arpa,0,0,A,0,"Il tipo A, la lunghezza moderata (27) e l’entropia contenuta (≈3.6) sono tipici di un record reverse‑DNS legittimo (octet‑separated, molti numeri). La struttura “x.x.x.x.in-addr.arpa” indica traffico normale.  
CLASSE: 0"
51,4.26,0.0,1.0,0.25,0.0,3,7,rzkcuzaszeatgpdaoxrrpbojcmsvlb.sandbox.alphasoc.xyz,1,1,TXT,1,"Il tipo TXT, la lunghezza estrema (51) e l’entropia elevata (4.26) indicano uso di un sottodominio per trasportare dati codificati, tipico del tunneling/exfiltration. Non appare un DGA classico né un typo‑squatting.

CLASSE: 1"
85,4.333,0.47300000000000003,0.5,0.135,0.027,11,9,c-0.19-a30f5081.30481.1518.19d4.3ea1.410.0.m9i83cf5qps89pvqsggvgf47ij.avqs.mcafee.com,0,0,A,2,"Lqtype A è tipico dei C2 DGA; la lunghezza 85 e l’entropia 4.33 indicano stringhe quasi casuali con molti numeri, e i 11 sottodomini rinforzano l’aspetto di hostname generati automaticamente.  
CLASSE: 2"
51,4.273,0.0,1.0,0.188,0.0,3,12,jzpybhlocopkxrgltlrpmwahzvoknc.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record TXT è tipico per tunneling; la lunghezza 51 e l'alta entropia 4.27 con 12 consonanti consecutive suggeriscono un payload codificato.  
CLASSE: 1"
22,3.5380000000000003,0.048,0.81,0.19,0.14300000000000002,1,3,xn--duckduckq-em7d.com,1,3,A,3,"Il dominio è in punycode (xn--) e riproduce una variante di “duckduckgo”, tipico caso di typo‑squatting; il record A, la lunghezza moderata e l’entropia non suggeriscono tunneling o DGA.  
CLASSE: 3"
18,3.239,0.0,1.0,0.375,0.0,2,2,hindustantin.co.in,0,0,A,0,"Il record è di tipo A, la lunghezza (18) è tipica per domini legittimi e l’entropia (3.24) è bassa, con un nome leggibile e vocale‑richiesto; non vi sono segnali di tunneling, DGA o typosquatting.  
Pertanto il dominio appare normale.  
CLASSE: 0"
49,4.375,0.298,0.7020000000000001,0.234,0.0,2,3,cpu1tpu3yawq4ypi0749b43465rjwu6oacf4.attacco.test,1,2,AAAA,2,"Il qtype AAAA è tipico di record legittimi, ma la lunga etichetta casuale (len 49) con entropia 4.375 e alta percentuale di cifre indica un dominio generato automaticamente.  
CLASSE: 2"
31,3.708,0.0,1.0,0.31,0.0,2,3,swimmingintosecond.blogspot.com,0,0,A,0,"Il record A di una sottodirectory di *blogspot.com* è tipico di un sito legittimo; la lunghezza (31) è moderata e l’entropia (3.708) è bassa, indicando parole leggibili e non casuali. Nessuna anomalia di tipo tunneling, DGA o typo‑squatting è presente.  
CLASSE: 0"
14,3.236,0.0,1.0,0.385,0.0,1,2,cafegallery.ru,0,0,AAAA,0,"Il dominio è composto da parole di senso compiuto, con lunghezza moderata (14) e bassa entropia (3.236), tipiche di un nome legittimo; il record AAAA è comune per servizi normali.  
CLASSE: 0"
15,3.19,0.0,1.0,0.231,0.0,2,4,www.smsdolci.it,0,0,A,0,"Il record A, lunghezza moderata e bassa entropia indicano un nome leggibile e non generato casualmente; le metriche non mostrano anomalie tipiche di tunneling, DGA o typo‑squatting.  
CLASSE: 0"
51,4.456,0.0,1.0,0.229,0.0,3,6,tkgurpbrrilurylwkepbeswulvkwfq.sandbox.alphasoc.xyz,1,1,TXT,2,"Il dominio è una stringa casuale di 32 caratteri (lunghezza elevata per un label), con bassa percentuale di vocali, alta entropia (4.456) e nessun pattern leggibile; il record TXT è comune nei DGA per trasferire dati, ma la lunghezza non è “estrema” come nei tunneling.  
CLASSE: 2"
51,4.167,0.0,1.0,0.20800000000000002,0.0,3,6,dzbnhakszqpenxohbnkutnceyqcnsf.sandbox.alphasoc.xyz,1,1,TXT,1,"TXT record con stringa di 51 caratteri quasi casuali, alta entropia e lunghezza estrema tipica di tunneling/exfiltration DNS.  
CLASSE: 1"
51,4.234,0.0,1.0,0.20800000000000002,0.0,3,13,innsshkkxeyqbdqqqqdyrdpaliwmro.sandbox.alphasoc.xyz,1,1,TXT,1,"Il tipo TXT, la lunghezza estremamente alta (51) e l’entropia elevata (4.23) suggeriscono un payload codificato trasportato nel nome; la sequenza di 13 consonanti rinforza l’idea di dati binari inseriti.  
Queste caratteristiche corrispondono al pattern tipico del tunneling / data exfiltration.  
CLASSE: 1"
15,2.873,0.0,1.0,0.231,0.0,2,3,www.cattell.net,0,0,A,0,"Il record è di tipo A, tipico per host legittimi, e la lunghezza 15 con entropia 2.873 indica una stringa a bassa casualità.  
Il dominio contiene una parola di senso compiuto (“cattell”), pochi sottodomini e nessun carattere speciale, tipico di traffico normale.  
CLASSE: 0"
51,4.43,0.0,1.0,0.188,0.0,3,10,tdwghrodczqiketckcrwyqjgoctlgm.sandbox.alphasoc.xyz,1,1,TXT,2,"Il record TXT di 51 caratteri con un'etichetta di 32 caratteri presenta alta entropia (4.43) e poca vocale, tipico di domini DGA piuttosto che di normali query o tunneling estremi. La struttura a pochi sottodomini e la casualità della stringa indicano un generatore automatico.  
CLASSE: 2"
20,3.884,0.053,0.789,0.158,0.158,1,3,xn--qajing-cfb2z.com,1,3,A,3,"Il dominio è in Punycode (xn--), tipico di IDN usati per impersonare brand; la lunghezza è moderata (20) e l’entropia (3.884) non è tipica di DGA o di tunnel di dati estremi.  
Con questi indizi, il profilo corrisponde a un possibile imposter/typosquatting.  
CLASSE: 3"
47,4.6370000000000005,0.244,0.756,0.178,0.0,2,3,ddorfug3r42ri4wwj5c0gm6nh6y9bt25il.attacco.test,1,2,AAAA,2,"Il record AAAA è tipico di un dominio IP, ma la stringa di 47 caratteri è altamente casuale (entropia 4.637) e priva di pattern leggibili, con pochi sottodomini, tipico di un DGA.  
CLASSE: 2"
27,3.884,0.192,0.6920000000000001,0.192,0.115,1,2,xn--tickemaste-0cc3600g.com,1,3,A,3,"Il dominio è in Punycode (xn--), tipico di possibili impersonificazioni IDN; la lunghezza moderata, entropia non estrema e il record A sono coerenti con un dominio di tipo imposter/typosquatting.  

CLASSE: 3"
51,4.4,0.0,1.0,0.146,0.0,3,19,tcoysngfnqubyvnkrzmwtqzzmxwzpp.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record TXT contiene una stringa estremamente lunga (51 caratteri) con entropia moderata (4.4) e una sequenza di 19 consonanti consecutive, tipica di payload codificati usati per tunneling/exfiltration. L’uso di TXT per trasportare dati lunghi è più coerente con la classe 1 rispetto a un DGA o a un dominio legittimo.  
CLASSE: 1"
51,4.165,0.0,1.0,0.188,0.0,3,17,jmamxgdusuwcuppcxhxslvysywszjb.sandbox.alphasoc.xyz,1,1,TXT,1,"Il dominio usa un record TXT, ha una stringa molto lunga (51 caratteri) con una sequenza di 17 consonanti consecutive e bassa percentuale di vocali, tipico dei payload codificati per tunneling/exfiltration. L’entropia moderata (4.165) e la struttura a più sottodomini confermano la natura di trasporto dati anziché un DGA puro.  
CLASSE: 1"
51,4.344,0.0,1.0,0.20800000000000002,0.0,3,15,smkcoxvgrlkmghytzkygopitewskca.sandbox.alphasoc.xyz,1,1,TXT,1,"Il tipo TXT e la lunghezza di 51 caratteri indicano un possibile canale di esfiltrazione dati.  
L’alta entropia (4.34) e la lunga sequenza di consonanti confermano lo schema di tunneling.  
CLASSE: 1"
14,3.5220000000000002,0.0,1.0,0.308,0.0,1,4,handycafeq.com,1,3,A,0,"Il record A, la lunghezza moderata (14) e l’entropia bassa (3.5) indicano un nome leggibile (“handy cafe”) senza anomalie; nessun pattern tipico di tunneling, DGA o typosquatting.  
CLASSE: 0"
24,3.5220000000000002,0.0,1.0,0.227,0.0,2,4,www.hollyhalstonblog.net,0,0,AAAA,0,"Il record AAAA indica un normale indirizzo IPv6 e la lunghezza (24) con entropia moderata (3.5) è tipica di domini leggibili (hollyhalstonblog). Nessuna anomalia di cifre, caratteri speciali o sotto‑domini sospetti.  
CLASSE: 0"
9,2.725,0.0,1.0,0.5,0.0,1,1,ituit.com,1,3,A,0,"Il record è di tipo A, la lunghezza è moderata (9) e l’entropia bassa (2,7), tipica di domini leggibili e non random; non vi sono sottodomini sospetti né caratteri speciali.  
CLASSE: 0"
20,3.384,0.0,1.0,0.368,0.0,1,2,businbessinsider.com,1,3,A,3,"Il record A è comune per domini legittimi, ma il nome “businbessinsider” è una chiara variante errata di “businessinsider”, con bassa entropia (3.38) e lunghezza moderata (20), tipico di typo‑squatting.  
CLASSE: 3"
13,3.027,0.0,1.0,0.364,0.0,2,2,google.com.ph,1,3,A,0,"Il dominio presenta lunghezza moderata, bassa entropia e utilizza un record A, tipico di richieste legittime; non ci sono pattern di esfiltrazione, DGA o typo‑squatting.  
CLASSE: 0"
21,3.749,0.05,0.8,0.30000000000000004,0.15,1,4,xn--euentbrit-t4a.com,1,3,A,3,"Il dominio è un IDN in punycode (xn--...), tipico di homograph/typosquatting; il record A e la lunghezza/modesta entropia non indicano tunneling né DGA.  
La presenza di un solo sottodominio e di caratteri speciali limitati rafforza l'ipotesi di impersonificazione.  

CLASSE: 3"
26,3.931,0.16,0.68,0.16,0.16,1,3,xn--protom-lo-wcb4123f.com,1,3,A,3,"Il dominio è un record A con lunghezza moderata (26) e entropia non elevata (3.93); il prefisso xn-- segnala un IDN punycode, tipico di omografi usati per impersonare brand.  
Queste caratteristiche rientrano nella classe 3 (Imposter / Typosquatting).  
CLASSE: 3"
27,4.208,0.192,0.6920000000000001,0.154,0.115,1,2,xn--hotnewhipp-z4d7507f.com,1,3,A,3,"Il dominio è in punycode (xn--), tipico di IDN usati per impersonare marchi; la stringa è lunga, con entropia media e pochi sottodomini, ma non appare come payload di tunneling né DGA.  
Classifica più coerente è l’impersonificazione/typosquatting.  
CLASSE: 3"
51,4.276,0.0,1.0,0.167,0.0,3,13,fxjmsvsbkjbrcovrssdeszrycudwjz.sandbox.alphasoc.xyz,1,1,TXT,2,"Il record è di tipo TXT e la stringa (len=51) non è estremamente lunga, ma presenta alta entropia (4.276) e una sequenza di 13 consonanti con pochissime vocali, tipica di domini DGA.  
Pertanto rientra nella classe 2 (Malware DGA).  
CLASSE: 2"
48,4.478,0.217,0.783,0.152,0.0,2,8,jgjzdpdg421qavz6kgbccup60zm7vr10t9a.attacco.test,1,2,AAAA,2,"Il tipo AAAA è tipico di traffico legittimo, ma la label di 48 caratteri è molto lunga, con alta entropia (4.48) e una sequenza di consonanti di 8 caratteri, indicativi di un nome generato casualmente. Queste caratteristiche corrispondono a un comportamento tipico di domini DGA.

CLASSE: 2"
59,4.734,0.193,0.807,0.211,0.0,2,7,2orjfvq96b11agok3gr6n9bpqzuuuyga1rdihpnyvkl10k.attacco.test,1,2,A,2,"Il record è di tipo A, ma la lunghezza 59 caratteri e l’alta entropia 4.734 mostrano una stringa apparentemente casuale tipica di un DGA; pochi sottodomini e nessun carattere speciale rafforzano questa valutazione.  
CLASSE: 2"
36,4.308,0.176,0.8240000000000001,0.23500000000000001,0.0,2,4,8zmgajb9uxntuu4htwk56s0.attacco.test,1,2,AAAA,2,"Il record AAAA è comune per traffico legittimo, ma il primo label è una stringa molto casuale (entropy 4.3, 24 caratteri) con pochi sottodomini, tipico di DGA.  
CLASSE: 2"
49,4.533,0.149,0.851,0.191,0.0,2,8,ounisplrfgkfu8sxy0mxfrd9bc2nrp9o83cm.attacco.test,1,2,AAAA,2,"Il record AAAA è usuale per indirizzi legittimi, ma la lunghezza 49, l’alta entropia (4.53) e la prima etichetta quasi casuale indicano un dominio generato da algoritmo (DGA).  
CLASSE: 2"
51,4.324,0.0,1.0,0.20800000000000002,0.0,3,8,ryuchdzzazystqzxloguzehmnvvrwn.sandbox.alphasoc.xyz,1,1,TXT,1,"L'uso di record TXT con una stringa molto lunga (51 caratteri) e alta entropia (4.324) è tipico del tunneling/exfiltration; i sottodomini sono pochi e la bassa presenza di vocali rende la stringa poco leggibile.  
CLASSE: 1"
26,3.609,0.47600000000000003,0.47600000000000003,0.19,0.048,5,3,77.224.141.69.in-addr.arpa,0,0,AAAA,0,"Il dominio è un tipico record di reverse DNS (in‑addr.arpa) con qtype AAAA, lunghezza moderata e bassa entropia, tipico del traffico legittimo.  

CLASSE: 0"
27,3.75,0.5,0.455,0.182,0.045,5,3,83.156.174.213.in-addr.arpa,0,0,A,0,"Il dominio è un tipico nome di reverse‑lookup (IP in‑addr.arpa) con qtype A, lunghezza moderata e entropia bassa, tipico del traffico legittimo. Nessuna caratteristica indica tunneling, DGA o typosquatting.  
CLASSE: 0"
29,4.254,0.179,0.714,0.214,0.107,1,3,xn--tutialspoint-8gc0915h.com,1,3,A,3,"Il record è di tipo A, di lunghezza media (29) con entropia 4.25 e contiene un prefisso punycode “xn--”, tipico di domini IDN usati per ombrare brand legittimi; la stringa ricorda “tutorialspoint” con una lieve modifica e aggiunta di caratteri casuali.  

CLASSE: 3"
51,4.314,0.0,1.0,0.20800000000000002,0.0,3,19,bjotiopjhhjrynmqllgqqpdpsagnuz.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record è di tipo TXT e contiene una stringa estremamente lunga (51 caratteri) con alta entropia (4.3) e una lunga sequenza di consonanti, tipiche dei payload codificati usati per tunneling/exfiltration. La lunghezza e il tipo di record superano di gran lunga i normali domini legittimi, indicando un possibile canale di esfiltrazione dati.  
CLASSE: 1"
67,4.553,0.262,0.738,0.185,0.0,2,5,20pruxdndp32ftta92r64jsfq3j0ofj6brahf4nlu921afvao1pgt2.attacco.test,1,2,A,1,"L'uso di un record A con un'etichetta estremamente lunga (≈53 caratteri), alta entropia (4.55) e alta percentuale di cifre indica un payload codificato inserito nel dominio, tipico di tunneling/exfiltration.  
Queste feature non corrispondono a un normale dominio né a un tipico DGA breve, ma a un caso di trasporto dati via DNS.  

CLASSE: 1"
51,4.312,0.0,1.0,0.271,0.0,3,5,ebcuvmxhdepavxbelaryifvfobdnjz.sandbox.alphasoc.xyz,1,1,TXT,2,"Il record TXT di 51 caratteri con alta entropia (4.312) e un'etichetta iniziale di 31 lettere apparentemente casuali è tipico di domini generati da DGA piuttosto che di payload di tunneling (che tendono ad essere più lunghi e includere caratteri speciali). La struttura a pochi sottodomini e l'assenza di cifre o simboli rafforza la classificazione DGA.  
CLASSE: 2"
51,4.263,0.0,1.0,0.167,0.0,3,20,okowvbjzvdyhdwfhymyfdjloxxwrgw.sandbox.alphasoc.xyz,1,1,TXT,2,"Il tipo TXT e la lunghezza di 51 caratteri con entropia 4.26 indicano un dominio con dati codificati molto aleatori, tipico dei DGA piuttosto che di tunneling “estremo”.  
CLASSE: 2"
26,3.7960000000000003,0.12,0.76,0.24,0.12,1,3,xn--mataaimall-vrb552b.com,1,3,A,3,"Il dominio è in punycode (xn--), tipico di IDN usati per impersonare brand; la lunghezza e l’entropia sono nella norma per un nome legittimo, ma la presenza di “xn--” suggerisce un tentativo di typosquatting.  
CLASSE: 3"
52,4.609,0.16,0.84,0.28,0.0,2,5,uerhs5delaxq9xxzksogm1rai8fmbeuvz7e43t1.attacco.test,1,2,AAAA,2,"Il record AAAA è legittimo, ma la lunghezza 52 e l’alta entropia 4.6 della prima etichetta indicano una stringa casuale tipica di DGA, non un nome di dominio leggibile.  
Nessun carattere speciale o punycode, pochi sottodomini → classe 2.  

CLASSE: 2"
51,4.327,0.0,1.0,0.25,0.0,3,8,noenvccginipopcywblzlajzkafvtj.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record è di tipo TXT e contiene una stringa molto lunga (51 caratteri) con alta entropia (4.33), tipica di payload codificati usati per tunneling / esfiltrazione. La combinazione di lunghezza estrema e randomicità indica un canale di dati nascosto.

CLASSE: 1"
12,3.418,0.091,0.909,0.364,0.0,1,3,a2rchive.org,1,3,A,3,"Il record A, la lunghezza breve (12) e l’entropia bassa (3.4) sono tipici di domini legittimi, ma la presenza di un numero al posto della “c” (“a2rchive”) imita chiaramente il brand “archive.org”.  
Questa sostituzione suggerisce un possibile caso di typosquatting.  

CLASSE: 3"
59,4.497,0.228,0.772,0.211,0.0,2,6,5ycn5pancbwvsu2e6zxmcnculfle76y13az47jnoas47n4.attacco.test,1,2,AAAA,2,"La presenza di un record AAAA (tipico di traffico legittimo) è contrastata dalla lunghezza elevata (59) e dall’alta entropia (4.5) della prima etichetta, che appare come una stringa casuale priva di parole di senso compiuto. Queste caratteristiche corrispondono al profilo di un dominio generato da DGA piuttosto che a tunneling (che userebbe TXT) o a typosquatting.

CLASSE: 2"
13,3.7,0.083,0.917,0.25,0.0,1,2,varzesh3d.com,1,3,A,0,"Il record è di tipo A, la lunghezza (13) è tipica di domini legittimi e l’entropia (3.7) è bassa, con pochi sottodomini e nessun carattere speciale. Non ci sono indicazioni di tunneling, DGA o typo‑squatting.  
CLASSE: 0"
34,4.22,0.156,0.844,0.188,0.0,2,5,qiv51veppk7c8pw2lkrlg.attacco.test,1,2,AAAA,0,"Il record AAAA indica tipicamente un normale puntamento a un indirizzo IPv6; la lunghezza di 34 caratteri e l’entropia di 4,22 non sono tipiche di domini generati automaticamente né di payload codificati. Con pochi sottodomini e assenza di sequenze anomale, appare un dominio legittimo.  
CLASSE: 0"
21,3.785,0.1,0.75,0.15,0.15,1,4,xn--bnggod-fxa90z.com,1,3,A,3,"Il dominio è un punycode (xn--...), tipico degli IDN usati per typosquatting; il record A è legittimo, ma la presenza di caratteri speciali e l’entropia moderata su una stringa lunga suggeriscono un tentativo di imitazione piuttosto che traffico normale.  

CLASSE: 3"
51,4.327,0.0,1.0,0.229,0.0,3,8,mjiwdqbntbwiagxbxmhlobwyddeitf.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record TXT con una stringa di 51 caratteri, alta entropia (4.3) e una sequenza di consonanti di 8 indica un payload codificato tipico del tunneling.  
Queste caratteristiche corrispondono alla classe di trasporto dati/​exfiltration.

CLASSE: 1"
49,4.451,0.277,0.723,0.213,0.0,2,3,lny74ljx2x1i6sxj3u1oc4sc89aag9n9je0h.attacco.test,1,2,A,2,"Record A, ma il sottodominio è molto lungo (≈38 caratteri) con alta entropia (4.45) e ~28 % di cifre, tipico di domini generati da DGA. Nessuna evidenza di tunneling TXT né di imitazione di brand.  
CLASSE: 2"
51,4.358,0.0,1.0,0.229,0.0,3,8,iiwhjkogvfwlaynnzdslsekwvomzzf.sandbox.alphasoc.xyz,1,1,TXT,2,"TXT record with a 51‑char random label, high entropy (4.36) and an 8‑consonant run indicate a generated, nonsensical sub‑domain rather than a purposeful payload. This matches typical DGA behavior.  
CLASSE: 2"
51,4.5,0.0,1.0,0.20800000000000002,0.0,3,10,vgmqyoexcdbgtwwjyuqftcmgxktyia.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record TXT è usato per trasportare dati; la lunghezza (51 caratteri, etichetta di 31) è anormalmente elevata e l’entropia 4.5 indica alta casualità, tipico di tunneling / data‑exfiltration.  
CLASSE: 1"
51,4.314,0.0,1.0,0.229,0.0,3,10,lwjimmjgqbjgipopivialwltsbgkww.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record TXT contiene una stringa molto lunga (51 caratteri) con entropia elevata (4.314) e una lunga sequenza di consonanti, tipico dei canali di tunneling DNS.  
Queste caratteristiche corrispondono alla Regola 1 (Tunneling / Data Exfiltration).  

CLASSE: 1"
51,4.358,0.0,1.0,0.229,0.0,3,9,nxvkecmbandfkgioxocwundzdsywkj.sandbox.alphasoc.xyz,1,1,TXT,2,"Il dominio usa un record TXT (spesso impiegato per tunneling), ma la lunghezza di 51 caratteri non è estrema; l’alta entropia (4,36) e la sequenza di 30 caratteri casuali nel primo label indicano una stringa tipica di DGA piuttosto che un payload codificato.  

CLASSE: 2"
24,3.7720000000000002,0.182,0.682,0.136,0.136,2,3,xn--gmake-mrc0811c.co.kr,1,3,A,3,"Record A con lunghezza moderata (24) ed entropia non estrema (3.77) non indica tunneling né DGA; la presenza del prefisso punycode (xn--) suggerisce un dominio IDN usato per ombrare/un brand → possibile typosquatting.  
CLASSE: 3"
8,3.0,0.0,0.857,0.28600000000000003,0.14300000000000002,1,1,m-tel.ru,0,0,AAAA,0,"Il record AAAA indica un normale puntamento IPv6; la lunghezza breve (8) e l’entropia bassa (3.0) suggeriscono un nome leggibile e non casuale, tipico di domini legittimi.  

CLASSE: 0"
22,3.55,0.1,0.9,0.30000000000000004,0.0,2,3,n4xoe8sfk.attacco.test,1,2,AAAA,0,"Il record AAAA è tipico di risoluzioni IP legittime; la lunghezza moderata (22) e l’entropia 3.55 non mostrano la randomicità estrema tipica di DGA o tunneling, e il dominio contiene termini leggibili (attacco.test).  
CLASSE: 0"
51,4.486,0.0,1.0,0.25,0.0,3,8,fyqsiatfhwvzrigvwjrvvbueddoefw.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record TXT contiene una stringa molto lunga (51 caratteri) con alta entropia (4.486), tipica di payload codificati usati per tunneling / esfiltrazione dati. La struttura a pochi sottodomini e l'assenza di caratteri speciali conferma questa interpretazione.  
CLASSE: 1"
22,3.823,0.15,0.85,0.25,0.0,2,2,ujz8k9m6q.attacco.test,1,2,AAAA,2,"Il qtype AAAA è comune per record legittimi, ma la lunghezza moderata (22) con entropia 3.823 e il sottodominio casuale “ujz8k9m6q” indicano un pattern tipico di DGA più che traffico normale.  
CLASSE: 2"
49,4.558,0.191,0.809,0.149,0.0,2,7,ubw5iw97bk9bhyyd6pqghvlw6xlp8l5sagv6.attacco.test,1,2,A,2,"La presenza di un record di tipo A, la lunghezza moderata (49) e l’entropia elevata (4.558) indicano un nome di dominio apparentemente casuale, tipico dei DGA piuttosto che di tunneling (che userebbe TXT) o di typo‑squatting. Il sotto‑dominio è un blocco quasi incomprensibile di lettere e cifre, coerente con una generazione automatica di domini.

CLASSE: 2"
26,3.642,0.0,1.0,0.24,0.0,1,5,firstscentconstultancy.com,0,0,A,0,"Il record A è tipico di host web; la lunghezza (26) e l’entropia (3.64) rientrano nella norma per domini leggibili, senza cifre né caratteri speciali.  
Non emergono segnali di tunneling, DGA o typo su brand noto.  

CLASSE: 0"
51,4.569,0.0,1.0,0.229,0.0,3,8,gthjuluvcyhnqbteixfexzkqjmhorr.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record TXT di 51 caratteri con alta entropia (4.57) e un sottodominio lunghissimo e casuale indica tipicamente un payload codificato usato per tunneling/exfiltration. La lunghezza estrema e il tipo TXT corrispondono alla classe 1.  
CLASSE: 1"
32,3.602,0.037,0.852,0.296,0.111,5,2,sakura.xn--n-6fa.jp.sakura.ne.jp,1,3,A,0,"Il record è di tipo A, la lunghezza (32) e l’entropia (3,6) sono tipiche di domini legittimi; la presenza di punycode è normale per IDN giapponesi e non indica anomalie.  

CLASSE: 0"
63,4.8260000000000005,0.23,0.77,0.197,0.0,2,6,7hh1gwzo4mqa3xkjykg6c6yca7o41vesjnbed1d9luwpg0i7h3.attacco.test,1,2,A,2,"La label iniziale è una stringa alfanumerica lunga (63 caratteri) con alta entropia (4.826) e nessun pattern leggibile, tipica dei domini generati da DGA; l’uso di un record A è coerente con il traffico di malware.  

CLASSE: 2"
17,3.41,0.062,0.75,0.188,0.188,1,2,xn--tr1lo-cic.com,1,3,A,3,"Il dominio è in punycode (xn--...), tipico di IDN usati per impersonare brand; il record A è legittimo, ma la lunghezza moderata (17) e l’entropia media (3.41) non indicano tunneling né DGA.  
Classificazione basata sulla presenza di punycode → possibile typosquatting/impersonazione.  

CLASSE: 3"
24,4.022,0.08700000000000001,0.783,0.13,0.13,1,3,xn--br1htonclick-0df.com,1,3,A,3,"Il record è di tipo A (normale) ma il dominio è in punycode (xn--), tipico di IDN usati per impersonificazione; la lunghezza 24 e l’entropia 4,0 indicano un nome artificiale non casuale.  
CLASSE: 3"
